"Title","Release Year","Locations","Fun Facts","Production Company","Distributor","Director","Writer","Actor 1","Actor 2","Actor 3","lat","lng"
"Pushing Dead","2016","Church Street MUNI Station","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7674572","-122.4292287"
"Pushing Dead","2016","Turk Street between Steiner and Scott Streets","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7815527","-122.4239413"
"Pushing Dead","2016","Uva Enoteca, 568 Haight Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7720558","-122.4316081"
"Pushing Dead","2016","915 Naples, San Francisco","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7150685","-122.4352889"
"Pushing Dead","2016","Blind Cat, 3050 24th Street, San Francisco","Pushing Dead won the Audience Award for  Frameline San Francisco International LGBTQ Film Festival 
2016
","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7526967","-122.4131676"
"Pushing Dead","2016","433 Baker Street,","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7750336","-122.4415263"
"Pushing Dead","2016","Double Happiness Health, 3380 20th Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7590033","-122.4165384"
"Pushing Dead","2016","Octavia at Grove Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7776176","-122.4248495"
"Pushing Dead","2016","2930 3rd Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7519723","-122.3879709"
"Pushing Dead","2016","Ele Nino Traiing Cetner, 2920 3rd Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7522041","-122.3879486"
"Pushing Dead","2016","Daniel's Pharmacy, 943 Geneva Ave","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7163218","-122.4403456"
"Pushing Dead","2016","Infield Batting Cages, 1888 Clement Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7825272","-122.4792965"
"Pushing Dead","2016","1069 Tennessee Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.758393","-122.3888802"
"Pushing Dead","2016","Koshland Park","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.77327760000001","-122.4267285"
"Pushing Dead","2016","Mission Neibhrohood Health Cetner, 240 Shotweel Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.764599","-122.416586"
"Pushing Dead","2016","42 Walter Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7684271","-122.4326346"
"Pushing Dead","2016","Cordova Market, 301 Rolph Street, San Francisco","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7135191","-122.436377"
"Pushing Dead","2016","Cordova Market, 301 Rolph Street, San Francisco","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7135191,-122.436377
"Pushing Dead","2016","42 Walter Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7684271,-122.4326346
"Pushing Dead","2016","Mission Neibhrohood Health Cetner, 240 Shotweel Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.764599,-122.416586
"Pushing Dead","2016","Blind Cat, 3050 24th Street, San Francisco","Pushing Dead won the Audience Award for  Frameline San Francisco International LGBTQ Film Festival 
2016
","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7526967,-122.4131676
"Pushing Dead","2016","Koshland Park","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.77327760000001,-122.4267285
"Pushing Dead","2016","1069 Tennessee Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.758393,-122.3888802
"Pushing Dead","2016","Infield Batting Cages, 1888 Clement Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7825272,-122.4792965
"Pushing Dead","2016","Daniel's Pharmacy, 943 Geneva Ave","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7163218,-122.4403456
"Pushing Dead","2016","433 Baker Street, ","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert","37.7750336","-122.4415263"
"Pushing Dead","2016","Ele Nino Traiing Cetner, 2920 3rd Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7522041,-122.3879486
"Pushing Dead","2016","2930 3rd Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7519723,-122.3879709
"Pushing Dead","2016","Octavia at Grove Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7776176,-122.4248495
"Pushing Dead","2016","Double Happiness Health, 3380 20th Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7590033,-122.4165384
"Pushing Dead","2016","915 Naples, San Francisco","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7150685,-122.4352889
"Pushing Dead","2016","Uva Enoteca, 568 Haight Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7720558,-122.4316081
"Pushing Dead","2016","Turk Street between Steiner and Scott Streets","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7815527,-122.4239413
"Pushing Dead","2016","Church Street MUNI Station","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7674572,-122.4292287
"Pushing Dead","2016","5th Ave @ Fulton Street in Golden Gate Park","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7694208,-122.4862138
"Pushing Dead","2016","Hayes Street between Ashbury and Shrader","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7753881,-122.4348106
"Pushing Dead","2016","Matching Half Café, 1799 McAllister Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",37.7773006,-122.4414933
"Quicksilver","1986","Pacific Stock Exchange","","Columbia Pictures Corporation","Columbia Pictures","Thomas Michael Donnelly","Thomas Michael Donnelly","Kevin Bacon","Jami Gertz","Paul Rodriguez","37.7916676","-122.4012528"
"Quicksilver","1986","Pacific Stock Exchange","","Columbia Pictures Corporation","Columbia Pictures","Thomas Michael Donnelly","Thomas Michael Donnelly","Kevin Bacon","Jami Gertz","Paul Rodriguez",37.7916676,-122.4012528
"Quitters","2015","Geary from 22nd Ave to Arguello","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7815184","-122.4590341"
"The Diary of a Teenage Girl","2015","Tank Hill Park","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni","37.759931","-122.4477144"
"Quitters","2015","923 Vermont St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7579997","-122.4037415"
"Quitters","2015","McLaren Lodge","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.771836","-122.4548007"
"Quitters","2015","24 Hill St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7562523","-122.4222668"
"Quitters","2015","Tonga Room","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7921357","-122.4099773"
"Quitters","2015","21st St & Sanchez","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","38.6213479","-90.21302899999999"
"Quitters","2015","Bechelli's Flower Market Café","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7751548","-122.4010668"
"Quitters","2015","4015 21st St","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7558421","-122.436236"
"Quitters","2015","Cal-Mart Supermarket","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7861918","-122.4528223"
"Quitters","2015","Yerba Buena Gardens","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7850153","-122.4023464"
"Quitters","2015","Wine Impression","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7864371","-122.4510344"
"Quitters","2015","Clement St. from 5th and 7th Ave.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7831884","-122.4640187"
"Quitters","2015","1536 Noe St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7444998","-122.4314386"
"Quitters","2015","Claire Lilienthal Elementary School","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.80338640000001","-122.4434063"
"Quitters","2015","Clement St. from 6th to 7th Ave.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7831283","-122.4645362"
"Quitters","2015","1536 Noe St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7444998,-122.4314386
"Quitters","2015","24 Hill St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7562523,-122.4222668
"Quitters","2015","21st St & Sanchez","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",38.6213479,-90.21302899999999
"Quitters","2015","4015 21st St","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7558421,-122.436236
"Quitters","2015","Tank Hill Park","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.759931,-122.4477144
"Quitters","2015","Clement St. from 6th to 7th Ave. ","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7831283","-122.4645362"
"Quitters","2015","Wine Impression","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7864371,-122.4510344
"Quitters","2015","Clement St. from 5th and 7th Ave. ","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows","37.7831884","-122.4640187"
"Quitters","2015","Claire Lilienthal Elementary School","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.80338640000001,-122.4434063
"Quitters","2015","Yerba Buena Gardens","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7850153,-122.4023464
"Quitters","2015","Tonga Room","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7921357,-122.4099773
"Quitters","2015","Cal-Mart Supermarket","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7861918,-122.4528223
"Quitters","2015","McLaren Lodge","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.771836,-122.4548007
"Quitters","2015","Bechelli's Flower Market Café","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7751548,-122.4010668
"Quitters","2015","923 Vermont St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7579997,-122.4037415
"Quitters","2015","Geary from 22nd Ave to Arguello","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",37.7815184,-122.4590341
"Raising Cain","1992","","","Pacific Western","Universal Pictures","Brian DePalma","Brian DePalma","John Lithgow","","",37.7749295,-122.4194155
"Raising Cain","1992","","","Pacific Western","Universal Pictures","Brian DePalma","Brian DePalma","John Lithgow","","",37.7749295,-122.4194155
"Red Diaper Baby","2004","Magic Theater (Fort Mason, Golden Gate National Recreation Area)","Constructed in 1864 as a coastal defense site, Fort Mason went on to serve as an army post for more than 100 years.","Hello Hooker Productions","Sundance Channel","Doug Pray","Josh Kornbluth","Josh Kornbluth","","","37.807047","-122.4307656"
"Red Diaper Baby","2004","Magic Theater (Fort Mason, Golden Gate National Recreation Area)","Constructed in 1864 as a coastal defense site, Fort Mason went on to serve as an army post for more than 100 years.","Hello Hooker Productions","Sundance Channel","Doug Pray","Josh Kornbluth","Josh Kornbluth","","",37.807047,-122.4307656
"Red Widow","2013","California & Davis St","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",36.778261,-119.4179324
"Smile Again, Jenny Lee","2015","Mason & Sacramento St","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa","39.3600586","-84.309939"
"Red Widow","2013","Montgomery & Market Streets","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",32.3792233,-86.3077368
